"","lemma_morphit","form_1ps_ind","fonroot_1ps_ind","conj","form_3ps_ind","fonroot_3ps_ind","form_1ps_sub","fonroot_1ps_sub","L_morph"
"2796","oberare","obero","ober","are","obera","ober","oberi","ober",0
"2797","obiettare","obietto","obiett","are","obietta","obiett","obietti","obiett",0
"2798","obiettivare","obiettivo","obiettiv","are","obiettiva","obiettiv","obiettivi","obiettiv",0
"2799","obliare","oblio","obli","are","oblia","obli","obli","obl",0
"2800","obliare","oblio","obli","are","oblia","obli","obli","obli",0
"2801","obliterare","oblitero","obliter","are","oblitera","obliter","obliteri","obliter",0
"2802","obnubilare","obnubilo","obnubil","are","obnubila","obnubil","obnubili","obnubil",0
"2803","occasionare","occasiono","okkasion","are","occasiona","okkasion","occasioni","okkasion",0
"2804","occhieggiare","occhieggio","okkieddG","are","occhieggia","okkieddG","occhieggi","okkieddG",0
"2805","occidentalizzare","occidentalizzo","ottSidentalizz","are","occidentalizza","ottSidentalizz","occidentalizzi","ottSidentalizz",0
"2806","occultare","occulto","okkult","are","occulta","okkult","occulti","okkult",0
"2807","occupare","occupo","okkup","are","occupa","okkup","occupi","okkup",0
"2808","odiare","odio","odi","are","odia","odi","odi","od",0
"2809","odiare","odio","odi","are","odia","odi","odi","odi",0
"2810","odorare","odoro","odor","are","odora","odor","odori","odor",0
"2811","officiare","officio","offitS","are","officia","offitS","offici","offitS",0
"2812","offuscare","offusco","offusk","are","offusca","offusk","offuschi","offusk",0
"2813","oggettivare","oggettivo","oddGettiv","are","oggettiva","oddGettiv","oggettivi","oddGettiv",0
"2814","olezzare","olezzo","olezz","are","olezza","olezz","olezzi","olezz",0
"2815","oliare","olio","oli","are","olia","oli","oli","oli",0
"2816","oliare","olio","oli","are","olia","oli","oli","ol",0
"2817","oltraggiare","oltraggio","oltraddG","are","oltraggia","oltraddG","oltraggi","oltraddG",0
"2818","oltrepassare","oltrepasso","oltrepass","are","oltrepassa","oltrepass","oltrepassi","oltrepass",0
"2819","ombrare","ombro","ombr","are","ombra","ombr","ombri","ombr",0
"2820","ombreggiare","ombreggio","ombreddG","are","ombreggia","ombreddG","ombreggi","ombreddG",0
"2821","omogeneizzare","omogeneizzo","omodGeneizz","are","omogeneizza","omodGeneizz","omogeneizzi","omodGeneizz",0
"2822","omologare","omologo","omolog","are","omologa","omolog","omologhi","omologh",0
"2823","ondeggiare","ondeggio","ondeddG","are","ondeggia","ondeddG","ondeggi","ondeddG",0
"2824","ondulare","ondulo","ondul","are","ondula","ondul","onduli","ondul",0
"2825","onerare","onero","oner","are","onera","oner","oneri","oner",0
"2826","onorare","onoro","onor","are","onora","onor","onori","onor",0
"2827","opacizzare","opacizzo","opatSizz","are","opacizza","opatSizz","opacizzi","opatSizz",0
"2828","operare","opero","oper","are","opera","oper","operi","oper",0
"2829","opinare","opino","opin","are","opina","opin","opini","opin",0
"2830","oppiare","oppio","oppi","are","oppia","oppi","oppi","oppi",0
"2831","oppiare","oppio","oppi","are","oppia","oppi","oppi","opp",0
"2832","oppugnare","oppugno","oppuNN","are","oppugna","oppuNN","oppugni","oppuNN",0
"2833","oprare","opro","opr","are","opra","opr","opri","opr",0
"2834","optare","opto","opt","are","opta","opt","opti","opt",0
"2835","orare","oro","or","are","ora","or","ori","or",0
"2836","orbare","orbo","orb","are","orba","orb","orbi","orb",0
"2837","orbitare","orbito","orbit","are","orbita","orbit","orbiti","orbit",0
"2838","orchestrare","orchestro","orkhestr","are","orchestra","orkhestr","orchestri","orkhestr",0
"2839","ordinare","ordino","ordin","are","ordina","ordin","ordini","ordin",0
"2840","orecchiare","orecchio","orekki","are","orecchia","orekki","orecchi","orekk",0
"2841","orecchiare","orecchio","orekki","are","orecchia","orekki","orecchi","orekki",0
"2842","organizzare","organizzo","organizz","are","organizza","organizz","organizzi","organizz",0
"2843","orientare","oriento","orient","are","orienta","orient","orienti","orient",0
"2844","originare","origino","oridGin","are","origina","oridGin","origini","oridGin",0
"2845","origliare","origlio","oriLL","are","origlia","oriLL","origli","oriLL",0
"2846","orinare","orino","orin","are","orina","orin","orini","orin",0
"2847","orizzontare","orizzonto","orizzont","are","orizzonta","orizzont","orizzonti","orizzont",0
"2848","orlare","orlo","orl","are","orla","orl","orli","orl",0
"2849","ormeggiare","ormeggio","ormeddG","are","ormeggia","ormeddG","ormeggi","ormeddG",0
"2850","ornare","orno","orn","are","orna","orn","orni","orn",0
"2851","orzare","orzo","orz","are","orza","orz","orzi","orz",0
"2852","osannare","osanno","osann","are","osanna","osann","osanni","osann",0
"2853","osare","oso","os","are","osa","os","osi","os",0
"2854","oscillare","oscillo","oSSill","are","oscilla","oSSill","oscilli","oSSill",0
"2855","oscurare","oscuro","oskur","are","oscura","oskur","oscuri","oskur",0
"2856","ospedalizzare","ospedalizzo","ospedalizz","are","ospedalizza","ospedalizz","ospedalizzi","ospedalizz",0
"2857","ospitare","ospito","ospit","are","ospita","ospit","ospiti","ospit",0
"2858","ossequiare","ossequio","ossequi","are","ossequia","ossequi","ossequi","ossequ",0
"2859","ossequiare","ossequio","ossequi","are","ossequia","ossequi","ossequi","ossequi",0
"2860","osservare","osservo","osserv","are","osserva","osserv","osservi","osserv",0
"2861","ossessionare","ossessiono","ossession","are","ossessiona","ossession","ossessioni","ossession",0
"2862","ossidare","ossido","ossid","are","ossida","ossid","ossidi","ossid",0
"2863","ossificare","ossifico","ossifik","are","ossifica","ossifik","ossifichi","ossifikh",0
"2864","ossigenare","ossigeno","ossidGen","are","ossigena","ossidGen","ossigeni","ossidGen",0
"2865","ostacolare","ostacolo","ostakol","are","ostacola","ostakol","ostacoli","ostakol",0
"2866","ostare","osto","ost","are","osta","ost","osti","ost",0
"2867","osteggiare","osteggio","osteddG","are","osteggia","osteddG","osteggi","osteddG",0
"2868","ostentare","ostento","ostent","are","ostenta","ostent","ostenti","ostent",0
"2869","ostinare","ostino","ostin","are","ostina","ostin","ostini","ostin",0
"2870","ostracizzare","ostracizzo","ostratSizz","are","ostracizza","ostratSizz","ostracizzi","ostratSizz",0
"2871","ottemperare","ottempero","ottemper","are","ottempera","ottemper","ottemperi","ottemper",0
"2872","ottenebrare","ottenebro","ottenebr","are","ottenebra","ottenebr","ottenebri","ottenebr",0
"2873","ottimare","ottimo","ottim","are","ottima","ottim","ottimi","ottim",0
"2874","ottimizzare","ottimizzo","ottimizz","are","ottimizza","ottimizz","ottimizzi","ottimizz",0
"2875","ottonare","ottono","otton","are","ottona","otton","ottoni","otton",0
"2876","otturare","otturo","ottur","are","ottura","ottur","otturi","ottur",0
"2877","ovattare","ovatto","ovatt","are","ovatta","ovatt","ovatti","ovatt",0
"2878","ovviare","ovvio","ovvi","are","ovvia","ovvi","ovvi","ovv",0
"2879","ovviare","ovvio","ovvi","are","ovvia","ovvi","ovvi","ovvi",0
"2880","oziare","ozio","ozi","are","ozia","ozi","ozi","oz",0
"2881","oziare","ozio","ozi","are","ozia","ozi","ozi","ozi",0
"2882","pacare","paco","pak","are","paca","pak","pachi","pakh",0
"2883","pacificare","pacifico","patSifik","are","pacifica","patSifik","pacifichi","patSifikh",0
"2884","padroneggiare","padroneggio","padroneddG","are","padroneggia","padroneddG","padroneggi","padroneddG",0
"2885","paganeggiare","paganeggio","paganeddG","are","paganeggia","paganeddG","paganeggi","paganeddG",0
"2886","pagare","pago","pag","are","paga","pag","paghi","pagh",0
"2887","palare","palo","pal","are","pala","pal","pali","pal",0
"2888","palesare","paleso","pales","are","palesa","pales","palesi","pales",0
"2889","palleggiare","palleggio","palleddG","are","palleggia","palleddG","palleggi","palleddG",0
"2890","palliare","pallio","palli","are","pallia","palli","palli","pall",0
"2891","palliare","pallio","palli","are","pallia","palli","palli","palli",0
"2892","palpare","palpo","palp","are","palpa","palp","palpi","palp",0
"2893","palpeggiare","palpeggio","palpeddG","are","palpeggia","palpeddG","palpeggi","palpeddG",0
"2894","palpitare","palpito","palpit","are","palpita","palpit","palpiti","palpit",0
"2895","paludare","paludo","palud","are","paluda","palud","paludi","palud",0
"2896","panare","pano","pan","are","pana","pan","pani","pan",0
"2897","panificare","panifico","panifik","are","panifica","panifik","panifichi","panifikh",0
"2898","panneggiare","panneggio","panneddG","are","panneggia","panneddG","panneggi","panneddG",0
"2899","papillare","papillo","papill","are","papilla","papill","papilli","papill",0
"2900","pappare","pappo","papp","are","pappa","papp","pappi","papp",0
"2901","paracadutare","paracaduto","parakadut","are","paracaduta","parakadut","paracaduti","parakadut",0
"2902","parafare","parafo","paraf","are","parafa","paraf","parafi","paraf",0
"2903","paraffinare","paraffino","paraffin","are","paraffina","paraffin","paraffini","paraffin",0
"2904","parafrasare","parafraso","parafras","are","parafrasa","parafras","parafrasi","parafras",0
"2905","paragonare","paragono","paragon","are","paragona","paragon","paragoni","paragon",0
"2906","paragrafare","paragrafo","paragraf","are","paragrafa","paragraf","paragrafi","paragraf",0
"2907","paralizzare","paralizzo","paralizz","are","paralizza","paralizz","paralizzi","paralizz",0
"2908","parare","paro","par","are","para","par","pari","par",0
"2909","parcare","parco","park","are","parca","park","parchi","parkh",0
"2910","parcellare","parcello","partSell","are","parcella","partSell","parcelli","partSell",0
"2911","parcheggiare","parcheggio","parkheddG","are","parcheggia","parkheddG","parcheggi","parkheddG",0
"2912","pareggiare","pareggio","pareddG","are","pareggia","pareddG","pareggi","pareddG",0
"2913","parificare","parifico","parifik","are","parifica","parifik","parifichi","parifikh",0
"2914","parlamentare","parlamento","parlament","are","parlamenta","parlament","parlamenti","parlament",0
"2915","parlare","parlo","parl","are","parla","parl","parli","parl",0
"2916","parlottare","parlotto","parlott","are","parlotta","parlott","parlotti","parlott",0
"2917","parodiare","parodio","parodi","are","parodia","parodi","parodi","parodi",0
"2918","parodiare","parodio","parodi","are","parodia","parodi","parodi","parod",0
"2919","partecipare","partecipo","partetSip","are","partecipa","partetSip","partecipi","partetSip",0
"2920","parteggiare","parteggio","parteddG","are","parteggia","parteddG","parteggi","parteddG",0
"2921","particolareggiare","particolareggio","partikolareddG","are","particolareggia","partikolareddG","particolareggi","partikolareddG",0
"2922","pascolare","pascolo","paskol","are","pascola","paskol","pascoli","paskol",0
"2923","passare","passo","pass","are","passa","pass","passi","pass",0
"2924","passeggiare","passeggio","passeddG","are","passeggia","passeddG","passeggi","passeddG",0
"2925","pasteggiare","pasteggio","pasteddG","are","pasteggia","pasteddG","pasteggi","pasteddG",0
"2926","pasticciare","pasticcio","pastittS","are","pasticcia","pastittS","pasticci","pastittS",0
"2927","pastorizzare","pastorizzo","pastorizz","are","pastorizza","pastorizz","pastorizzi","pastorizz",0
"2928","pasturare","pasturo","pastur","are","pastura","pastur","pasturi","pastur",0
"2929","patinare","patino","patin","are","patina","patin","patini","patin",0
"2930","patrocinare","patrocino","patrotSin","are","patrocina","patrotSin","patrocini","patrotSin",0
"2931","patteggiare","patteggio","patteddG","are","patteggia","patteddG","patteggi","patteddG",0
"2932","pattinare","pattino","pattin","are","pattina","pattin","pattini","pattin",0
"2933","pattugliare","pattuglio","pattuLL","are","pattuglia","pattuLL","pattugli","pattuLL",0
"2934","paventare","pavento","pavent","are","paventa","pavent","paventi","pavent",0
"2935","pavesare","paveso","paves","are","pavesa","paves","pavesi","paves",0
"2936","pavimentare","pavimento","paviment","are","pavimenta","paviment","pavimenti","paviment",0
"2937","pavoneggiare","pavoneggio","pavoneddG","are","pavoneggia","pavoneddG","pavoneggi","pavoneddG",0
"2938","pazientare","paziento","pazient","are","pazienta","pazient","pazienti","pazient",0
"2939","pazzeggiare","pazzeggio","pazzeddG","are","pazzeggia","pazzeddG","pazzeggi","pazzeddG",0
"2940","peccare","pecco","pekk","are","pecca","pekk","pecchi","pekk",0
"2941","pedalare","pedalo","pedal","are","pedala","pedal","pedali","pedal",0
"2942","pedanteggiare","pedanteggio","pedanteddG","are","pedanteggia","pedanteddG","pedanteggi","pedanteddG",0
"2943","pedinare","pedino","pedin","are","pedina","pedin","pedini","pedin",0
"2944","pedonalizzare","pedonalizzo","pedonalizz","are","pedonalizza","pedonalizz","pedonalizzi","pedonalizz",0
"2945","peggiorare","peggioro","peddGor","are","peggiora","peddGor","peggiori","peddGor",0
"2946","pelare","pelo","pel","are","pela","pel","peli","pel",0
"2947","pellegrinare","pellegrino","pellegrin","are","pellegrina","pellegrin","pellegrini","pellegrin",0
"2948","penalizzare","penalizzo","penalizz","are","penalizza","penalizz","penalizzi","penalizz",0
"2949","penare","peno","pen","are","pena","pen","peni","pen",0
"2950","pencolare","pencolo","penkol","are","pencola","penkol","pencoli","penkol",0
"2951","pendolare","pendolo","pendol","are","pendola","pendol","pendoli","pendol",0
"2952","penetrare","penetro","penetr","are","penetra","penetr","penetri","penetr",0
"2953","pennellare","pennello","pennell","are","pennella","pennell","pennelli","pennell",0
"2954","pennelleggiare","pennelleggio","pennelleddG","are","pennelleggia","pennelleddG","pennelleggi","pennelleddG",0
"2955","pensare","penso","pens","are","pensa","pens","pensi","pens",0
"2956","pensionare","pensiono","pension","are","pensiona","pension","pensioni","pension",0
"2957","penzolare","penzolo","penzol","are","penzola","penzol","penzoli","penzol",0
"2958","pepare","pepo","pep","are","pepa","pep","pepi","pep",0
"2959","percentualizzare","percentualizzo","pertSentualizz","are","percentualizza","pertSentualizz","percentualizzi","pertSentualizz",0
"2960","percolare","percolo","perkol","are","percola","perkol","percoli","perkol",0
"2961","perdonare","perdono","perdon","are","perdona","perdon","perdoni","perdon",0
"2962","perdurare","perduro","perdur","are","perdura","perdur","perduri","perdur",0
"2963","peregrinare","peregrino","peregrin","are","peregrina","peregrin","peregrini","peregrin",0
"2964","perequare","perequo","perequ","are","perequa","perequ","perequi","perequ",0
"2965","perfezionare","perfeziono","perfezion","are","perfeziona","perfezion","perfezioni","perfezion",0
"2966","perforare","perforo","perfor","are","perfora","perfor","perfori","perfor",0
"2967","pericolare","pericolo","perikol","are","pericola","perikol","pericoli","perikol",0
"2968","perifrasare","perifraso","perifras","are","perifrasa","perifras","perifrasi","perifras",0
"2969","periodare","periodo","period","are","perioda","period","periodi","period",0
"2970","periodizzare","periodizzo","periodizz","are","periodizza","periodizz","periodizzi","periodizz",0
"2971","peritare","perito","perit","are","perita","perit","periti","perit",0
"2972","periziare","perizio","perizi","are","perizia","perizi","perizi","periz",0
"2973","periziare","perizio","perizi","are","perizia","perizi","perizi","perizi",0
"2974","perlustrare","perlustro","perlustr","are","perlustra","perlustr","perlustri","perlustr",0
"2975","permeare","permeo","perme","are","permea","perme","permei","perme",0
"2976","permutare","permuto","permut","are","permuta","permut","permuti","permut",0
"2977","pernottare","pernotto","pernott","are","pernotta","pernott","pernotti","pernott",0
"2978","perorare","peroro","peror","are","perora","peror","perori","peror",0
"2979","perpetrare","perpetro","perpetr","are","perpetra","perpetr","perpetri","perpetr",0
"2980","perpetuare","perpetuo","perpetu","are","perpetua","perpetu","perpetui","perpetu",0
"2981","perscrutare","perscruto","perskrut","are","perscruta","perskrut","perscruti","perskrut",0
"2982","perseguitare","perseguito","perseguit","are","perseguita","perseguit","perseguiti","perseguit",0
"2983","perseverare","persevero","persever","are","persevera","persever","perseveri","persever",0
"2984","personalizzare","personalizzo","personalizz","are","personalizza","personalizz","personalizzi","personalizz",0
"2985","personificare","personifico","personifik","are","personifica","personifik","personifichi","personifikh",0
"2986","perturbare","perturbo","perturb","are","perturba","perturb","perturbi","perturb",0
"2987","pesare","peso","pes","are","pesa","pes","pesi","pes",0
"2988","pescare","pesco","pesk","are","pesca","pesk","peschi","pesk",0
"2989","pestare","pesto","pest","are","pesta","pest","pesti","pest",0
"2990","pesticciare","pesticcio","pestittS","are","pesticcia","pestittS","pesticci","pestittS",0
"2991","pettegolare","pettegolo","pettegol","are","pettegola","pettegol","pettegoli","pettegol",0
"2992","pettinare","pettino","pettin","are","pettina","pettin","pettini","pettin",0
"2993","piagare","piago","piag","are","piaga","piag","piaghi","piagh",0
"2994","piaggiare","piaggio","piaddG","are","piaggia","piaddG","piaggi","piaddG",0
"2995","piagnucolare","piagnucolo","piaNNukol","are","piagnucola","piaNNukol","piagnucoli","piaNNukol",0
"2996","piallare","piallo","piall","are","pialla","piall","pialli","piall",0
"2997","pianeggiare","pianeggio","pianeddG","are","pianeggia","pianeddG","pianeggi","pianeddG",0
"2998","pianificare","pianifico","pianifik","are","pianifica","pianifik","pianifichi","pianifikh",0
"2999","piantare","pianto","piant","are","pianta","piant","pianti","piant",0
"3000","piantonare","piantono","pianton","are","piantona","pianton","piantoni","pianton",0
"3001","piare","pio","pi","are","pia","pi","pi","p",0
"3002","piare","pio","pi","are","pia","pi","pi","pi",0
"3003","piastrellare","piastrello","piastrell","are","piastrella","piastrell","piastrelli","piastrell",0
"3004","piattonare","piattono","piatton","are","piattona","piatton","piattoni","piatton",0
"3005","piazzare","piazzo","piazz","are","piazza","piazz","piazzi","piazz",0
"3006","piccare","picco","pikk","are","picca","pikk","picchi","pikk",0
"3007","picchettare","picchetto","pikkett","are","picchetta","pikkett","picchetti","pikkett",0
"3008","picchiare","picchio","pikki","are","picchia","pikki","picchi","pikki",0
"3009","picchiare","picchio","pikki","are","picchia","pikki","picchi","pikk",0
"3010","picchiettare","picchietto","pikkiett","are","picchietta","pikkiett","picchietti","pikkiett",0
"3011","piegare","piego","pieg","are","piega","pieg","pieghi","piegh",0
"3012","pieghettare","pieghetto","pieghett","are","pieghetta","pieghett","pieghetti","pieghett",0
"3013","pietrificare","pietrifico","pietrifik","are","pietrifica","pietrifik","pietrifichi","pietrifikh",0
"3014","pigiare","pigio","pidG","are","pigia","pidG","pigi","pidG",0
"3015","pigliare","piglio","piLL","are","piglia","piLL","pigli","piLL",0
"3016","pigmentare","pigmento","pigment","are","pigmenta","pigment","pigmenti","pigment",0
"3017","pignorare","pignoro","piNNor","are","pignora","piNNor","pignori","piNNor",0
"3018","pigolare","pigolo","pigol","are","pigola","pigol","pigoli","pigol",0
"3019","pillare","pillo","pill","are","pilla","pill","pilli","pill",0
"3020","pilotare","piloto","pilot","are","pilota","pilot","piloti","pilot",0
"3021","piluccare","pilucco","pilukk","are","pilucca","pilukk","pilucchi","pilukk",0
"3022","pimentare","pimento","piment","are","pimenta","piment","pimenti","piment",0
"3023","pinzare","pinzo","pinz","are","pinza","pinz","pinzi","pinz",0
"3024","piombare","piombo","piomb","are","piomba","piomb","piombi","piomb",0
"3025","piotare","pioto","piot","are","piota","piot","pioti","piot",0
"3026","piovigginare","pioviggino","pioviddGin","are","pioviggina","pioviddGin","pioviggini","pioviddGin",0
"3027","pipare","pipo","pip","are","pipa","pip","pipi","pip",0
"3028","pipiare","pipio","pipi","are","pipia","pipi","pipi","pipi",0
"3029","pipiare","pipio","pipi","are","pipia","pipi","pipi","pip",0
"3030","pirateggiare","pirateggio","pirateddG","are","pirateggia","pirateddG","pirateggi","pirateddG",0
"3031","piroettare","piroetto","piroett","are","piroetta","piroett","piroetti","piroett",0
"3032","pisciare","piscio","piSS","are","piscia","piSS","pisci","piSS",0
"3033","pisolare","pisolo","pisol","are","pisola","pisol","pisoli","pisol",0
"3034","pispigliare","pispiglio","pispiLL","are","pispiglia","pispiLL","pispigli","pispiLL",0
"3035","pitoccare","pitocco","pitokk","are","pitocca","pitokk","pitocchi","pitokk",0
"3036","pitturare","pitturo","pittur","are","pittura","pittur","pitturi","pittur",0
"3037","pizzicare","pizzico","pizzik","are","pizzica","pizzik","pizzichi","pizzikh",0
"3038","pizzicottare","pizzicotto","pizzikott","are","pizzicotta","pizzikott","pizzicotti","pizzikott",0
"3039","placare","placo","plak","are","placa","plak","plachi","plakh",0
"3040","placcare","placco","plakk","are","placca","plakk","placchi","plakk",0
"3041","plagiare","plagio","pladG","are","plagia","pladG","plagi","pladG",0
"3042","planare","plano","plan","are","plana","plan","plani","plan",0
"3043","plasmare","plasmo","plasm","are","plasma","plasm","plasmi","plasm",0
"3044","plasticare","plastico","plastik","are","plastica","plastik","plastichi","plastikh",0
"3045","plastificare","plastifico","plastifik","are","plastifica","plastifik","plastifichi","plastifikh",0
"3046","platinare","platino","platin","are","platina","platin","platini","platin",0
"3047","plorare","ploro","plor","are","plora","plor","plori","plor",0
"3048","pluralizzare","pluralizzo","pluralizz","are","pluralizza","pluralizz","pluralizzi","pluralizz",0
"3049","poetare","poeto","poet","are","poeta","poet","poeti","poet",0
"3050","poeticizzare","poeticizzo","poetitSizz","are","poeticizza","poetitSizz","poeticizzi","poetitSizz",0
"3051","poggiare","poggio","poddG","are","poggia","poddG","poggi","poddG",0
"3052","polarizzare","polarizzo","polarizz","are","polarizza","polarizz","polarizzi","polarizz",0
"3053","polemizzare","polemizzo","polemizz","are","polemizza","polemizz","polemizzi","polemizz",0
"3054","policromare","policromo","polikrom","are","policroma","polikrom","policromi","polikrom",0
"3055","polimerizzare","polimerizzo","polimerizz","are","polimerizza","polimerizz","polimerizzi","polimerizz",0
"3056","politicizzare","politicizzo","polititSizz","are","politicizza","polititSizz","politicizzi","polititSizz",0
"3057","pollare","pollo","poll","are","polla","poll","polli","poll",0
"3058","polverizzare","polverizzo","polverizz","are","polverizza","polverizz","polverizzi","polverizz",0
"3059","pomiciare","pomicio","pomitS","are","pomicia","pomitS","pomici","pomitS",0
"3060","pompare","pompo","pomp","are","pompa","pomp","pompi","pomp",0
"3061","ponderare","pondero","ponder","are","pondera","ponder","ponderi","ponder",0
"3062","pontificare","pontifico","pontifik","are","pontifica","pontifik","pontifichi","pontifikh",0
"3063","ponzare","ponzo","ponz","are","ponza","ponz","ponzi","ponz",0
"3064","popolare","popolo","popol","are","popola","popol","popoli","popol",0
"3065","popolarizzare","popolarizzo","popolarizz","are","popolarizza","popolarizz","popolarizzi","popolarizz",0
"3066","poppare","poppo","popp","are","poppa","popp","poppi","popp",0
"3067","portare","porto","port","are","porta","port","porti","port",0
"3068","posare","poso","pos","are","posa","pos","posi","pos",0
"3069","posdatare","posdato","posdat","are","posdata","posdat","posdati","posdat",0
"3070","posizionare","posiziono","posizion","are","posiziona","posizion","posizioni","posizion",0
"3071","postare","posto","post","are","posta","post","posti","post",0
"3072","postdatare","postdato","postdat","are","postdata","postdat","postdati","postdat",0
"3073","posteggiare","posteggio","posteddG","are","posteggia","posteddG","posteggi","posteddG",0
"3074","postergare","postergo","posterg","are","posterga","posterg","posterghi","postergh",0
"3075","posticipare","posticipo","postitSip","are","posticipa","postitSip","posticipi","postitSip",0
"3076","postillare","postillo","postill","are","postilla","postill","postilli","postill",0
"3077","postulare","postulo","postul","are","postula","postul","postuli","postul",0
"3078","potare","poto","pot","are","pota","pot","poti","pot",0
"3079","potenziare","potenzio","potenzi","are","potenzia","potenzi","potenzi","potenzi",0
"3080","potenziare","potenzio","potenzi","are","potenzia","potenzi","potenzi","potenz",0
"3081","pranzare","pranzo","pranz","are","pranza","pranz","pranzi","pranz",0
"3082","praticare","pratico","pratik","are","pratica","pratik","pratichi","pratikh",0
"3083","preannunciare","preannuncio","preannuntS","are","preannuncia","preannuntS","preannunci","preannuntS",0
"3084","preannunziare","preannunzio","preannunzi","are","preannunzia","preannunzi","preannunzi","preannunz",0
"3085","preannunziare","preannunzio","preannunzi","are","preannunzia","preannunzi","preannunzi","preannunzi",0
"3086","preassemblare","preassemblo","preassembl","are","preassembla","preassembl","preassembli","preassembl",0
"3087","preavvisare","preavviso","preavvis","are","preavvisa","preavvis","preavvisi","preavvis",0
"3088","precettare","precetto","pretSett","are","precetta","pretSett","precetti","pretSett",0
"3089","precipitare","precipito","pretSipit","are","precipita","pretSipit","precipiti","pretSipit",0
"3090","precisare","preciso","pretSis","are","precisa","pretSis","precisi","pretSis",0
"3091","precitare","precito","pretSit","are","precita","pretSit","preciti","pretSit",0
"3092","preconfezionare","preconfeziono","prekonfezion","are","preconfeziona","prekonfezion","preconfezioni","prekonfezion",0
"3093","preconizzare","preconizzo","prekonizz","are","preconizza","prekonizz","preconizzi","prekonizz",0
"3094","predare","predo","pred","are","preda","pred","predi","pred",0
"3095","predestinare","predestino","predestin","are","predestina","predestin","predestini","predestin",0
"3096","predeterminare","predetermino","predetermin","are","predetermina","predetermin","predetermini","predetermin",0
"3097","predicare","predico","predik","are","predica","predik","predichi","predikh",0
"3098","predominare","predomino","predomin","are","predomina","predomin","predomini","predomin",0
"3099","prefabbricare","prefabbrico","prefabbrik","are","prefabbrica","prefabbrik","prefabbrichi","prefabbrikh",0
"3100","prefigurare","prefiguro","prefigur","are","prefigura","prefigur","prefiguri","prefigur",0
"3101","prefinanziare","prefinanzio","prefinanzi","are","prefinanzia","prefinanzi","prefinanzi","prefinanz",0
"3102","prefinanziare","prefinanzio","prefinanzi","are","prefinanzia","prefinanzi","prefinanzi","prefinanzi",0
"3103","prefissare","prefisso","prefiss","are","prefissa","prefiss","prefissi","prefiss",0
"3104","pregare","prego","preg","are","prega","preg","preghi","pregh",0
"3105","pregiare","pregio","predG","are","pregia","predG","pregi","predG",0
"3106","pregiudicare","pregiudico","predGudik","are","pregiudica","predGudik","pregiudichi","predGudikh",0
"3107","pregustare","pregusto","pregust","are","pregusta","pregust","pregusti","pregust",0
"3108","prelevare","prelevo","prelev","are","preleva","prelev","prelevi","prelev",0
"3109","prelibare","prelibo","prelib","are","preliba","prelib","prelibi","prelib",0
"3110","preludiare","preludio","preludi","are","preludia","preludi","preludi","preludi",0
"3111","preludiare","preludio","preludi","are","preludia","preludi","preludi","prelud",0
"3112","premeditare","premedito","premedit","are","premedita","premedit","premediti","premedit",0
"3113","premiare","premio","premi","are","premia","premi","premi","prem",0
"3114","premiare","premio","premi","are","premia","premi","premi","premi",0
"3115","premurare","premuro","premur","are","premura","premur","premuri","premur",0
"3116","prenotare","prenoto","prenot","are","prenota","prenot","prenoti","prenot",0
"3117","preoccupare","preoccupo","preokkup","are","preoccupa","preokkup","preoccupi","preokkup",0
"3118","preordinare","preordino","preordin","are","preordina","preordin","preordini","preordin",0
"3119","preparare","preparo","prepar","are","prepara","prepar","prepari","prepar",0
"3120","preponderare","prepondero","preponder","are","prepondera","preponder","preponderi","preponder",0
"3121","preselezionare","preseleziono","preselezion","are","preseleziona","preselezion","preselezioni","preselezion",0
"3122","presentare","presento","present","are","presenta","present","presenti","present",0
"3123","presenziare","presenzio","presenzi","are","presenzia","presenzi","presenzi","presenzi",0
"3124","presenziare","presenzio","presenzi","are","presenzia","presenzi","presenzi","presenz",0
"3125","preservare","preservo","preserv","are","preserva","preserv","preservi","preserv",0
"3126","presidiare","presidio","presidi","are","presidia","presidi","presidi","presid",0
"3127","presidiare","presidio","presidi","are","presidia","presidi","presidi","presidi",0
"3128","pressare","presso","press","are","pressa","press","pressi","press",0
"3129","pressurizzare","pressurizzo","pressurizz","are","pressurizza","pressurizz","pressurizzi","pressurizz",0
"3130","prestare","presto","prest","are","presta","prest","presti","prest",0
"3131","prevaricare","prevarico","prevarik","are","prevarica","prevarik","prevarichi","prevarikh",0
"3132","preventivare","preventivo","preventiv","are","preventiva","preventiv","preventivi","preventiv",0
"3133","prezzolare","prezzolo","prezzol","are","prezzola","prezzol","prezzoli","prezzol",0
"3134","prillare","prillo","prill","are","prilla","prill","prilli","prill",0
"3135","primeggiare","primeggio","primeddG","are","primeggia","primeddG","primeggi","primeddG",0
"3136","principiare","principio","printSipi","are","principia","printSipi","principi","printSip",0
"3137","principiare","principio","printSipi","are","principia","printSipi","principi","printSipi",0
"3138","privare","privo","priv","are","priva","priv","privi","priv",0
"3139","privatizzare","privatizzo","privatizz","are","privatizza","privatizz","privatizzi","privatizz",0
"3140","privilegiare","privilegio","priviledG","are","privilegia","priviledG","privilegi","priviledG",0
"3141","procacciare","procaccio","prokattS","are","procaccia","prokattS","procacci","prokattS",0
"3142","processare","processo","protSess","are","processa","protSess","processi","protSess",0
"3143","proclamare","proclamo","proklam","are","proclama","proklam","proclami","proklam",0
