"","lemma_morphit","form_1ps_ind","fonform_1ps_ind","fonroot_1ps_ind","pal_end_1ps_ind","conj","inf_root","pal_end_inf","form_3ps_ind","fonform_3ps_ind","fonroot_3ps_ind","pal_end_3ps_ind","form_1pp_ind","fonform_1pp_ind","fonroot_1pp_ind","pal_end_1pp_ind","form_1ps_sub","fonform_1ps_sub","fonroot_1ps_sub","pal_end_1ps_sub","L_morph","indpres_1s_eq_inf","fonroot_noinc_1ps_ind"
"528","sedere","siedo","siedo","sied","-","ere","sed","-","siede","siede","sied","-","sediamo","sediamo","sed","-","sieda","sieda","sied","-",0,0,"-"
"529","sedere","siedo","siedo","sied","-","ere","sed","-","siede","siede","sied","-","siediamo","siediamo","","-","sieda","sieda","sied","-",0,0,"-"
"530","serpere","serpo","serpo","serp","-","ere","serp","-","serpe","serpe","serp","-","serpiamo","serpiamo","serp","-","serpa","serpa","serp","-",0,1,"-"
"531","sfottere","sfotto","sfotto","sfott","-","ere","sfott","-","sfotte","sfotte","sfott","-","sfottiamo","sfottiamo","sfott","-","sfotta","sfotta","sfott","-",0,1,"-"
"532","smettere","smetto","smetto","smett","-","ere","smett","-","smette","smette","smett","-","smettiamo","smettiamo","smett","-","smetta","smetta","smett","-",0,1,"-"
"533","smungere","smungo","smungo","smung","ng","ere","smundG","dG","smunge","smundGe","smundG","dG","smungiamo","smundGamo","smundG","dG","smunga","smunga","smung","ng",1,0,"-"
"534","smuovere","smuovo","smuovo","smuov","-","ere","smuov","-","smuove","smuove","smuov","-","smuoviamo","smuoviamo","smuov","-","smuova","smuova","smuov","-",0,1,"-"
"535","socchiudere","socchiudo","sokkiudo","sokkiud","-","ere","sokkiud","-","socchiude","sokkiude","sokkiud","-","socchiudiamo","sokkiudiamo","sokkiud","-","socchiuda","sokkiuda","sokkiud","-",0,1,"-"
"536","soccombere","soccombo","sokkombo","sokkomb","-","ere","sokkomb","-","soccombe","sokkombe","sokkomb","-","soccombiamo","sokkombiamo","sokkomb","-","soccomba","sokkomba","sokkomb","-",0,1,"-"
"537","soccorrere","soccorro","sokkorro","sokkorr","-","ere","sokkorr","-","soccorre","sokkorre","sokkorr","-","soccorriamo","sokkorriamo","sokkorr","-","soccorra","sokkorra","sokkorr","-",0,1,"-"
"538","soffondere","soffondo","soffondo","soffond","-","ere","soffond","-","soffonde","soffonde","soffond","-","soffondiamo","soffondiamo","soffond","-","soffonda","soffonda","soffond","-",0,1,"-"
"539","soffriggere","soffriggo","soffriggo","soffrigg","g","ere","soffriddG","dG","soffrigge","soffriddGe","soffriddG","dG","soffriggiamo","soffriddGamo","soffriddG","dG","soffrigga","soffrigga","soffrigg","g",1,0,"-"
"540","soggiacere","soggiaccio","soddGattSo","soddGattS","tS","ere","soddGatS","tS","soggiace","soddGatSe","soddGatS","tS","soggiaciamo","soddGatSamo","soddGatS","tS","soggiaccia","soddGattSa","soddGattS","tS",1,0,"-"
"541","soggiungere","soggiungo","soddGungo","soddGung","ng","ere","soddGundG","dG","soggiunge","soddGundGe","soddGundG","dG","soggiungiamo","soddGundGamo","soddGundG","dG","soggiunga","soddGunga","soddGung","ng",1,0,"-"
"542","solere","soglio","soLLo","soLL","LL","ere","sol","-","suole","suole","suol","-","sogliamo","soLLamo","","-","sola","sola","sol","-",0,0,"-"
"543","sommergere","sommergo","sommergo","sommerg","g","ere","sommerdG","dG","sommerge","sommerdGe","sommerdG","dG","sommergiamo","sommerdGamo","sommerdG","dG","sommerga","sommerga","sommerg","g",1,0,"-"
"544","sommuovere","sommuovo","sommuovo","sommuov","-","ere","sommuov","-","sommuove","sommuove","sommuov","-","sommuoviamo","sommuoviamo","sommuov","-","sommuova","sommuova","sommuov","-",0,1,"-"
"545","sopprimere","sopprimo","sopprimo","sopprim","-","ere","sopprim","-","sopprime","sopprime","sopprim","-","sopprimiamo","sopprimiamo","sopprim","-","sopprima","sopprima","sopprim","-",0,1,"-"
"546","sopradescrivere","sopradescrivo","sopradeskrivo","sopradeskriv","-","ere","sopradeskriv","-","sopradescrive","sopradeskrive","sopradeskriv","-","sopradescriviamo","sopradeskriviamo","sopradeskriv","-","sopradescriva","sopradeskriva","sopradeskriv","-",0,1,"-"
"547","sopraggiungere","sopraggiungo","sopraddGungo","sopraddGung","ng","ere","sopraddGundG","dG","sopraggiunge","sopraddGundGe","sopraddGundG","dG","sopraggiungiamo","sopraddGundGamo","sopraddGundG","dG","sopraggiunga","sopraddGunga","sopraddGung","ng",1,0,"-"
"548","soprammettere","soprammetto","soprammetto","soprammett","-","ere","soprammett","-","soprammette","soprammette","soprammett","-","soprammettiamo","soprammettiamo","soprammett","-","soprammetta","soprammetta","soprammett","-",0,1,"-"
"549","soprassedere","soprasseggo","soprasseggo","soprassegg","g","ere","soprassed","-","soprassiede","soprassiede","soprassied","-","soprassiediamo","soprassiediamo","","-","soprassieda","soprassieda","soprassied","-",0,0,"-"
"550","soprassedere","soprasseggo","soprasseggo","soprassegg","g","ere","soprassed","-","soprassiede","soprassiede","soprassied","-","soprassediamo","soprassediamo","soprassed","-","soprassieda","soprassieda","soprassied","-",0,0,"-"
"551","soprassedere","soprassiedo","soprassiedo","soprassied","-","ere","soprassed","-","soprassiede","soprassiede","soprassied","-","soprassiediamo","soprassiediamo","","-","soprassieda","soprassieda","soprassied","-",0,0,"-"
"552","soprassedere","soprassiedo","soprassiedo","soprassied","-","ere","soprassed","-","soprassiede","soprassiede","soprassied","-","soprassediamo","soprassediamo","soprassed","-","soprassieda","soprassieda","soprassied","-",0,0,"-"
"553","sopravvivere","sopravvivo","sopravvivo","sopravviv","-","ere","sopravviv","-","sopravvive","sopravvive","sopravviv","-","sopravviviamo","sopravviviamo","sopravviv","-","sopravviva","sopravviva","sopravviv","-",0,1,"-"
"554","soprintendere","soprintendo","soprintendo","soprintend","-","ere","soprintend","-","soprintende","soprintende","soprintend","-","soprintendiamo","soprintendiamo","soprintend","-","soprintenda","soprintenda","soprintend","-",0,1,"-"
"555","sorgere","sorgo","sorgo","sorg","g","ere","sordG","dG","sorge","sordGe","sordG","dG","sorgiamo","sordGamo","sordG","dG","sorga","sorga","sorg","g",1,0,"-"
"556","sorprendere","sorprendo","sorprendo","sorprend","-","ere","sorprend","-","sorprende","sorprende","sorprend","-","sorprendiamo","sorprendiamo","sorprend","-","sorprenda","sorprenda","sorprend","-",0,1,"-"
"557","sorreggere","sorreggo","sorreggo","sorregg","g","ere","sorreddG","dG","sorregge","sorreddGe","sorreddG","dG","sorreggiamo","sorreddGamo","sorreddG","dG","sorregga","sorregga","sorregg","g",1,0,"-"
"558","sorridere","sorrido","sorrido","sorrid","-","ere","sorrid","-","sorride","sorride","sorrid","-","sorridiamo","sorridiamo","sorrid","-","sorrida","sorrida","sorrid","-",0,1,"-"
"559","sospendere","sospendo","sospendo","sospend","-","ere","sospend","-","sospende","sospende","sospend","-","sospendiamo","sospendiamo","sospend","-","sospenda","sospenda","sospend","-",0,1,"-"
"560","sospingere","sospingo","sospingo","sosping","ng","ere","sospindG","dG","sospinge","sospindGe","sospindG","dG","sospingiamo","sospindGamo","sospindG","dG","sospinga","sospinga","sosping","ng",1,0,"-"
"561","sostenere","sostengo","sostengo","sosteng","ng","ere","sosten","-","sostiene","sostiene","sostien","-","sosteniamo","sosteniamo","sosten","-","sostenga","sostenga","sosteng","ng",1,0,"-"
"562","sottacere","sottaccio","sottattSo","sottattS","tS","ere","sottatS","tS","sottace","sottatSe","sottatS","tS","sottaciamo","sottatSamo","sottatS","tS","sottaccia","sottattSa","sottattS","tS",1,0,"-"
"563","sottendere","sottendo","sottendo","sottend","-","ere","sottend","-","sottende","sottende","sottend","-","sottendiamo","sottendiamo","sottend","-","sottenda","sottenda","sottend","-",0,1,"-"
"564","sottintendere","sottintendo","sottintendo","sottintend","-","ere","sottintend","-","sottintende","sottintende","sottintend","-","sottintendiamo","sottintendiamo","sottintend","-","sottintenda","sottintenda","sottintend","-",0,1,"-"
"565","sottomettere","sottometto","sottometto","sottomett","-","ere","sottomett","-","sottomette","sottomette","sottomett","-","sottomettiamo","sottomettiamo","sottomett","-","sottometta","sottometta","sottomett","-",0,1,"-"
"566","sottoscrivere","sottoscrivo","sottoskrivo","sottoskriv","-","ere","sottoskriv","-","sottoscrive","sottoskrive","sottoskriv","-","sottoscriviamo","sottoskriviamo","sottoskriv","-","sottoscriva","sottoskriva","sottoskriv","-",0,1,"-"
"567","sovrintendere","sovrintendo","sovrintendo","sovrintend","-","ere","sovrintend","-","sovrintende","sovrintende","sovrintend","-","sovrintendiamo","sovrintendiamo","sovrintend","-","sovrintenda","sovrintenda","sovrintend","-",0,1,"-"
"568","spandere","spando","spando","spand","-","ere","spand","-","spande","spande","spand","-","spandiamo","spandiamo","spand","-","spanda","spanda","spand","-",0,1,"-"
"569","spargere","spargo","spargo","sparg","g","ere","spardG","dG","sparge","spardGe","spardG","dG","spargiamo","spardGamo","spardG","dG","sparga","sparga","sparg","g",1,0,"-"
"570","spegnere","spengo","spengo","speng","ng","ere","speNN","NN","spegne","speNNe","speNN","NN","spegniamo","speNNiamo","speNN","NN","spenga","spenga","speng","ng",1,0,"-"
"571","spendere","spendo","spendo","spend","-","ere","spend","-","spende","spende","spend","-","spendiamo","spendiamo","spend","-","spenda","spenda","spend","-",0,1,"-"
"572","sperdere","sperdo","sperdo","sperd","-","ere","sperd","-","sperde","sperde","sperd","-","sperdiamo","sperdiamo","sperd","-","sperda","sperda","sperd","-",0,1,"-"
"573","spiacere","spiaccio","spiattSo","spiattS","tS","ere","spiatS","tS","spiace","spiatSe","spiatS","tS","spiacciamo","spiattSamo","","-","spiaccia","spiattSa","spiattS","tS",1,0,"-"
"574","spingere","spingo","spingo","sping","ng","ere","spindG","dG","spinge","spindGe","spindG","dG","spingiamo","spindGamo","spindG","dG","spinga","spinga","sping","ng",1,0,"-"
"575","spiovere","spiovo","spiovo","spiov","-","ere","spiov","-","spiove","spiove","spiov","-","spioviamo","spioviamo","spiov","-","spiova","spiova","spiov","-",0,1,"-"
"576","splendere","splendo","splendo","splend","-","ere","splend","-","splende","splende","splend","-","splendiamo","splendiamo","splend","-","splenda","splenda","splend","-",0,1,"-"
"577","sporgere","sporgo","sporgo","sporg","g","ere","spordG","dG","sporge","spordGe","spordG","dG","sporgiamo","spordGamo","spordG","dG","sporga","sporga","sporg","g",1,0,"-"
"578","spremere","spremo","spremo","sprem","-","ere","sprem","-","spreme","spreme","sprem","-","spremiamo","spremiamo","sprem","-","sprema","sprema","sprem","-",0,1,"-"
"579","sprovvedere","sprovvedo","sprovvedo","sprovved","-","ere","sprovved","-","sprovvede","sprovvede","sprovved","-","sprovvediamo","sprovvediamo","sprovved","-","sprovveda","sprovveda","sprovved","-",0,1,"-"
"580","stendere","stendo","stendo","stend","-","ere","stend","-","stende","stende","stend","-","stendiamo","stendiamo","stend","-","stenda","stenda","stend","-",0,1,"-"
"581","stingere","stingo","stingo","sting","ng","ere","stindG","dG","stinge","stindGe","stindG","dG","stingiamo","stindGamo","stindG","dG","stinga","stinga","sting","ng",1,0,"-"
"582","storcere","storco","storko","stork","k","ere","stortS","tS","storce","stortSe","stortS","tS","storciamo","stortSamo","stortS","tS","storca","storka","stork","k",1,0,"-"
"583","stracuocere","stracuocio","strakuotSo","strakuotS","tS","ere","strakuotS","tS","stracuoce","strakuotSe","strakuotS","tS","stracuociamo","strakuotSamo","strakuotS","tS","stracuocia","strakuotSa","strakuotS","tS",0,1,"-"
"584","strafottere","strafotto","strafotto","strafott","-","ere","strafott","-","strafotte","strafotte","strafott","-","strafottiamo","strafottiamo","strafott","-","strafotta","strafotta","strafott","-",0,1,"-"
"585","stravedere","stravedo","stravedo","straved","-","ere","straved","-","stravede","stravede","straved","-","stravediamo","stravediamo","straved","-","straveda","straveda","straved","-",0,1,"-"
"586","stravincere","stravinco","stravinko","stravink","k","ere","stravintS","tS","stravince","stravintSe","stravintS","tS","stravinciamo","stravintSamo","stravintS","tS","stravinca","stravinka","stravink","k",1,0,"-"
"587","stravolgere","stravolgo","stravolgo","stravolg","lg","ere","stravoldG","dG","stravolge","stravoldGe","stravoldG","dG","stravolgiamo","stravoldGamo","stravoldG","dG","stravolga","stravolga","stravolg","lg",1,0,"-"
"588","stridere","strido","strido","strid","-","ere","strid","-","stride","stride","strid","-","stridiamo","stridiamo","strid","-","strida","strida","strid","-",0,1,"-"
"589","stringere","stringo","stringo","string","ng","ere","strindG","dG","stringe","strindGe","strindG","dG","stringiamo","strindGamo","strindG","dG","stringa","stringa","string","ng",1,0,"-"
"590","struggere","struggo","struggo","strugg","g","ere","struddG","dG","strugge","struddGe","struddG","dG","struggiamo","struddGamo","struddG","dG","strugga","strugga","strugg","g",1,0,"-"
"591","suadere","suado","suado","suad","-","ere","suad","-","suade","suade","suad","-","suadiamo","suadiamo","suad","-","suada","suada","suad","-",0,1,"-"
"592","succedere","succedo","suttSedo","suttSed","-","ere","suttSed","-","succede","suttSede","suttSed","-","succediamo","suttSediamo","suttSed","-","succeda","suttSeda","suttSed","-",0,1,"-"
"593","succidere","succido","suttSido","suttSid","-","ere","suttSid","-","succide","suttSide","suttSid","-","succidiamo","suttSidiamo","suttSid","-","succida","suttSida","suttSid","-",0,1,"-"
"594","succingere","succingo","suttSingo","suttSing","ng","ere","suttSindG","dG","succinge","suttSindGe","suttSindG","dG","succingiamo","suttSindGamo","suttSindG","dG","succinga","suttSinga","suttSing","ng",1,0,"-"
"595","suddividere","suddivido","suddivido","suddivid","-","ere","suddivid","-","suddivide","suddivide","suddivid","-","suddividiamo","suddividiamo","suddivid","-","suddivida","suddivida","suddivid","-",0,1,"-"
"596","suggere","suggo","suggo","sugg","g","ere","suddG","dG","sugge","suddGe","suddG","dG","suggiamo","suddGamo","suddG","dG","sugga","sugga","sugg","g",1,0,"-"
"597","superproteggere","superproteggo","superproteggo","superprotegg","g","ere","superproteddG","dG","superprotegge","superproteddGe","superproteddG","dG","superproteggiamo","superproteddGamo","superproteddG","dG","superprotegga","superprotegga","superprotegg","g",1,0,"-"
"598","sussistere","sussisto","sussisto","sussist","-","ere","sussist","-","sussiste","sussiste","sussist","-","sussistiamo","sussistiamo","sussist","-","sussista","sussista","sussist","-",0,1,"-"
"599","svellere","svello","svello","svell","-","ere","svell","-","svelle","svelle","svell","-","svelliamo","svelliamo","svell","-","svella","svella","svell","-",0,1,"-"
"600","svendere","svendo","svendo","svend","-","ere","svend","-","svende","svende","svend","-","svendiamo","svendiamo","svend","-","svenda","svenda","svend","-",0,1,"-"
"601","svolgere","svolgo","svolgo","svolg","lg","ere","svoldG","dG","svolge","svoldGe","svoldG","dG","svolgiamo","svoldGamo","svoldG","dG","svolga","svolga","svolg","lg",1,0,"-"
"602","tacere","taccio","tattSo","tattS","tS","ere","tatS","tS","tace","tatSe","tatS","tS","taciamo","tatSamo","tatS","tS","taccia","tattSa","tattS","tS",1,0,"-"
"603","teletrasmettere","teletrasmetto","teletrasmetto","teletrasmett","-","ere","teletrasmett","-","teletrasmette","teletrasmette","teletrasmett","-","teletrasmettiamo","teletrasmettiamo","teletrasmett","-","teletrasmetta","teletrasmetta","teletrasmett","-",0,1,"-"
"604","temere","temo","temo","tem","-","ere","tem","-","teme","teme","tem","-","temiamo","temiamo","tem","-","tema","tema","tem","-",0,1,"-"
"605","tendere","tendo","tendo","tend","-","ere","tend","-","tende","tende","tend","-","tendiamo","tendiamo","tend","-","tenda","tenda","tend","-",0,1,"-"
"606","tenere","tengo","tengo","teng","ng","ere","ten","-","tiene","tiene","tien","-","teniamo","teniamo","ten","-","tenga","tenga","teng","ng",1,0,"-"
"607","tergere","tergo","tergo","terg","g","ere","terdG","dG","terge","terdGe","terdG","dG","tergiamo","terdGamo","terdG","dG","terga","terga","terg","g",1,0,"-"
"608","tessere","tesso","tesso","tess","-","ere","tess","-","tesse","tesse","tess","-","tessiamo","tessiamo","tess","-","tessa","tessa","tess","-",0,1,"-"
"609","tingere","tingo","tingo","ting","ng","ere","tindG","dG","tinge","tindGe","tindG","dG","tingiamo","tindGamo","tindG","dG","tinga","tinga","ting","ng",1,0,"-"
"610","togliere","tolgo","tolgo","tolg","lg","ere","toLL","LL","toglie","toLLe","toLL","LL","togliamo","toLLamo","toLL","LL","tolga","tolga","tolg","lg",1,0,"-"
"611","torcere","torco","torko","tork","k","ere","tortS","tS","torce","tortSe","tortS","tS","torciamo","tortSamo","tortS","tS","torca","torka","tork","k",1,0,"-"
"612","trafiggere","trafiggo","trafiggo","trafigg","g","ere","trafiddG","dG","trafigge","trafiddGe","trafiddG","dG","trafiggiamo","trafiddGamo","trafiddG","dG","trafigga","trafigga","trafigg","g",1,0,"-"
"613","tralucere","traluco","traluko","traluk","k","ere","tralutS","tS","traluce","tralutSe","tralutS","tS","traluciamo","tralutSamo","tralutS","tS","traluca","traluka","traluk","k",1,0,"-"
"614","transigere","transigo","transigo","transig","g","ere","transidG","dG","transige","transidGe","transidG","dG","transigiamo","transidGamo","transidG","dG","transiga","transiga","transig","g",1,0,"-"
"615","trapungere","trapungo","trapungo","trapung","ng","ere","trapundG","dG","trapunge","trapundGe","trapundG","dG","trapungiamo","trapundGamo","trapundG","dG","trapunga","trapunga","trapung","ng",1,0,"-"
"616","trascegliere","trascelgo","traSSelgo","traSSelg","lg","ere","traSSeLL","LL","trasceglie","traSSeLLe","traSSeLL","LL","trascegliamo","traSSeLLamo","traSSeLL","LL","trascelga","traSSelga","traSSelg","lg",1,0,"-"
"617","trascendere","trascendo","traSSendo","traSSend","-","ere","traSSend","-","trascende","traSSende","traSSend","-","trascendiamo","traSSendiamo","traSSend","-","trascenda","traSSenda","traSSend","-",0,1,"-"
"618","trascorrere","trascorro","traskorro","traskorr","-","ere","traskorr","-","trascorre","traskorre","traskorr","-","trascorriamo","traskorriamo","traskorr","-","trascorra","traskorra","traskorr","-",0,1,"-"
"619","trascrivere","trascrivo","traskrivo","traskriv","-","ere","traskriv","-","trascrive","traskrive","traskriv","-","trascriviamo","traskriviamo","traskriv","-","trascriva","traskriva","traskriv","-",0,1,"-"
"620","trasfondere","trasfondo","trasfondo","trasfond","-","ere","trasfond","-","trasfonde","trasfonde","trasfond","-","trasfondiamo","trasfondiamo","trasfond","-","trasfonda","trasfonda","trasfond","-",0,1,"-"
"621","trasmettere","trasmetto","trasmetto","trasmett","-","ere","trasmett","-","trasmette","trasmette","trasmett","-","trasmettiamo","trasmettiamo","trasmett","-","trasmetta","trasmetta","trasmett","-",0,1,"-"
"622","trattenere","trattengo","trattengo","tratteng","ng","ere","tratten","-","trattiene","trattiene","trattien","-","tratteniamo","tratteniamo","tratten","-","trattenga","trattenga","tratteng","ng",1,0,"-"
"623","travedere","travedo","travedo","traved","-","ere","traved","-","travede","travede","traved","-","travediamo","travediamo","traved","-","traveda","traveda","traved","-",0,1,"-"
"624","travolgere","travolgo","travolgo","travolg","lg","ere","travoldG","dG","travolge","travoldGe","travoldG","dG","travolgiamo","travoldGamo","travoldG","dG","travolga","travolga","travolg","lg",1,0,"-"
"625","turbocomprimere","turbocomprimo","turbokomprimo","turbokomprim","-","ere","turbokomprim","-","turbocomprime","turbokomprime","turbokomprim","-","turbocomprimiamo","turbokomprimiamo","turbokomprim","-","turbocomprima","turbokomprima","turbokomprim","-",0,1,"-"
"626","uccidere","uccido","uttSido","uttSid","-","ere","uttSid","-","uccide","uttSide","uttSid","-","uccidiamo","uttSidiamo","uttSid","-","uccida","uttSida","uttSid","-",0,1,"-"
"627","ungere","ungo","ungo","ung","ng","ere","undG","dG","unge","undGe","undG","dG","ungiamo","undGamo","undG","dG","unga","unga","ung","ng",1,0,"-"
"628","urgere","urgo","urgo","urg","g","ere","urdG","dG","urge","urdGe","urdG","dG","urgiamo","urdGamo","urdG","dG","urga","urga","urg","g",1,0,"-"
"629","valere","valgo","valgo","valg","lg","ere","val","-","vale","vale","val","-","valiamo","valiamo","val","-","valga","valga","valg","lg",1,0,"-"
"630","vedere","vedo","vedo","ved","-","ere","ved","-","vede","vede","ved","-","vediamo","vediamo","ved","-","veda","veda","ved","-",0,1,"-"
"631","vendere","vendo","vendo","vend","-","ere","vend","-","vende","vende","vend","-","vendiamo","vendiamo","vend","-","venda","venda","vend","-",0,1,"-"
"632","vertere","verto","verto","vert","-","ere","vert","-","verte","verte","vert","-","vertiamo","vertiamo","vert","-","verta","verta","vert","-",0,1,"-"
"633","vigere","vigo","vigo","vig","g","ere","vidG","dG","vige","vidGe","vidG","dG","vigiamo","vidGamo","vidG","dG","viga","viga","vig","g",1,0,"-"
"634","vilipendere","vilipendo","vilipendo","vilipend","-","ere","vilipend","-","vilipende","vilipende","vilipend","-","vilipendiamo","vilipendiamo","vilipend","-","vilipenda","vilipenda","vilipend","-",0,1,"-"
"635","vincere","vinco","vinko","vink","k","ere","vintS","tS","vince","vintSe","vintS","tS","vinciamo","vintSamo","vintS","tS","vinca","vinka","vink","k",1,0,"-"
"636","vivere","vivo","vivo","viv","-","ere","viv","-","vive","vive","viv","-","viviamo","viviamo","viv","-","viva","viva","viv","-",0,1,"-"
"637","volere","voglio","voLLo","voLL","LL","ere","vol","-","vuole","vuole","vuol","-","vogliamo","voLLamo","","-","voglia","voLLa","voLL","LL",1,0,"-"
"638","volgere","volgo","volgo","volg","lg","ere","voldG","dG","volge","voldGe","voldG","dG","volgiamo","voldGamo","voldG","dG","volga","volga","volg","lg",1,0,"-"
