"","lemma_morphit","form_1ps_ind","fonform_1ps_ind","fonroot_1ps_ind","pal_end_1ps_ind","conj","inf_root","pal_end_inf","form_3ps_ind","fonform_3ps_ind","fonroot_3ps_ind","pal_end_3ps_ind","form_1pp_ind","fonform_1pp_ind","fonroot_1pp_ind","pal_end_1pp_ind","form_1ps_sub","fonform_1ps_sub","fonroot_1ps_sub","pal_end_1ps_sub","L_morph","indpres_1s_eq_inf","fonroot_noinc_1ps_ind"
"295","irrompere","irrompo","irrompo","irromp","-","ere","irromp","-","irrompe","irrompe","irromp","-","irrompiamo","irrompiamo","irromp","-","irrompa","irrompa","irromp","-",0,1,"-"
"296","iscrivere","iscrivo","iskrivo","iskriv","-","ere","iskriv","-","iscrive","iskrive","iskriv","-","iscriviamo","iskriviamo","iskriv","-","iscriva","iskriva","iskriv","-",0,1,"-"
"297","ledere","ledo","ledo","led","-","ere","led","-","lede","lede","led","-","lediamo","lediamo","led","-","leda","leda","led","-",0,1,"-"
"298","leggere","leggo","leggo","legg","g","ere","leddG","dG","legge","leddGe","leddG","dG","leggiamo","leddGamo","leddG","dG","legga","legga","legg","g",1,0,"-"
"299","lucere","luco","luko","luk","k","ere","lutS","tS","luce","lutSe","lutS","tS","luciamo","lutSamo","lutS","tS","luca","luka","luk","k",1,0,"-"
"300","malvolere","malvoglio","malvoLLo","malvoLL","LL","ere","malvol","-","malvuole","malvuole","malvuol","-","malvogliamo","malvoLLamo","","-","malvoglia","malvoLLa","malvoLL","LL",1,0,"-"
"301","manomettere","manometto","manometto","manomett","-","ere","manomett","-","manomette","manomette","manomett","-","manomettiamo","manomettiamo","manomett","-","manometta","manometta","manomett","-",0,1,"-"
"302","mantenere","mantengo","mantengo","manteng","ng","ere","manten","-","mantiene","mantiene","mantien","-","manteniamo","manteniamo","manten","-","mantenga","mantenga","manteng","ng",1,0,"-"
"303","mescere","mesco","mesko","mesk","k","ere","meSS","-","mesce","meSSe","meSS","-","mesciamo","meSSamo","meSS","-","mesca","meska","mesk","k",1,0,"-"
"304","mettere","metto","metto","mett","-","ere","mett","-","mette","mette","mett","-","mettiamo","mettiamo","mett","-","metta","metta","mett","-",0,1,"-"
"305","mietere","mieto","mieto","miet","-","ere","miet","-","miete","miete","miet","-","mietiamo","mietiamo","miet","-","mieta","mieta","miet","-",0,1,"-"
"306","mingere","mingo","mingo","ming","ng","ere","mindG","dG","minge","mindGe","mindG","dG","mingiamo","mindGamo","mindG","dG","minga","minga","ming","ng",1,0,"-"
"307","misconoscere","misconosco","miskonosko","miskonosk","k","ere","miskonoSS","-","misconosce","miskonoSSe","miskonoSS","-","misconosciamo","miskonoSSamo","miskonoSS","-","misconosca","miskonoska","miskonosk","k",1,0,"-"
"308","molcere","molco","molko","molk","k","ere","moltS","tS","molce","moltSe","moltS","tS","molciamo","moltSamo","moltS","tS","molca","molka","molk","k",1,0,"-"
"309","mordere","mordo","mordo","mord","-","ere","mord","-","morde","morde","mord","-","mordiamo","mordiamo","mord","-","morda","morda","mord","-",0,1,"-"
"310","mungere","mungo","mungo","mung","ng","ere","mundG","dG","munge","mundGe","mundG","dG","mungiamo","mundGamo","mundG","dG","munga","munga","mung","ng",1,0,"-"
"311","muovere","muovo","muovo","muov","-","ere","muov","-","muove","muove","muov","-","muoviamo","muoviamo","muov","-","muova","muova","muov","-",0,1,"-"
"312","nascere","nasco","nasko","nask","k","ere","naSS","-","nasce","naSSe","naSS","-","nasciamo","naSSamo","naSS","-","nasca","naska","nask","k",1,0,"-"
"313","nascondere","nascondo","naskondo","naskond","-","ere","naskond","-","nasconde","naskonde","naskond","-","nascondiamo","naskondiamo","naskond","-","nasconda","naskonda","naskond","-",0,1,"-"
"314","negligere","negligo","negligo","neglig","g","ere","neglidG","dG","neglige","neglidGe","neglidG","dG","negligiamo","neglidGamo","neglidG","dG","negliga","negliga","neglig","g",1,0,"-"
"315","nuocere","noccio","nottSo","nottS","tS","ere","nuotS","tS","nuoce","nuotSe","nuotS","tS","nuociamo","nuotSamo","nuotS","tS","nuoccia","nuottSa","nuottS","tS",0,0,"-"
"316","nuocere","noccio","nottSo","nottS","tS","ere","nuotS","tS","nuoce","nuotSe","nuotS","tS","nuociamo","nuotSamo","nuotS","tS","noccia","nottSa","nottS","tS",1,0,"-"
"317","nuocere","noccio","nottSo","nottS","tS","ere","nuotS","tS","nuoce","nuotSe","nuotS","tS","nociamo","notSamo","","-","nuoccia","nuottSa","nuottS","tS",0,0,"-"
"318","nuocere","noccio","nottSo","nottS","tS","ere","nuotS","tS","nuoce","nuotSe","nuotS","tS","nociamo","notSamo","","-","noccia","nottSa","nottS","tS",1,0,"-"
"319","nuocere","nuoccio","nuottSo","nuottS","tS","ere","nuotS","tS","nuoce","nuotSe","nuotS","tS","nuociamo","nuotSamo","nuotS","tS","nuoccia","nuottSa","nuottS","tS",1,0,"-"
"320","nuocere","nuoccio","nuottSo","nuottS","tS","ere","nuotS","tS","nuoce","nuotSe","nuotS","tS","nuociamo","nuotSamo","nuotS","tS","noccia","nottSa","nottS","tS",0,0,"-"
"321","nuocere","nuoccio","nuottSo","nuottS","tS","ere","nuotS","tS","nuoce","nuotSe","nuotS","tS","nociamo","notSamo","","-","nuoccia","nuottSa","nuottS","tS",1,0,"-"
"322","nuocere","nuoccio","nuottSo","nuottS","tS","ere","nuotS","tS","nuoce","nuotSe","nuotS","tS","nociamo","notSamo","","-","noccia","nottSa","nottS","tS",0,0,"-"
"323","occludere","occludo","okkludo","okklud","-","ere","okklud","-","occlude","okklude","okklud","-","occludiamo","okkludiamo","okklud","-","occluda","okkluda","okklud","-",0,1,"-"
"324","occorrere","occorro","okkorro","okkorr","-","ere","okkorr","-","occorre","okkorre","okkorr","-","occorriamo","okkorriamo","okkorr","-","occorra","okkorra","okkorr","-",0,1,"-"
"325","offendere","offendo","offendo","offend","-","ere","offend","-","offende","offende","offend","-","offendiamo","offendiamo","offend","-","offenda","offenda","offend","-",0,1,"-"
"326","omettere","ometto","ometto","omett","-","ere","omett","-","omette","omette","omett","-","omettiamo","omettiamo","omett","-","ometta","ometta","omett","-",0,1,"-"
"327","opprimere","opprimo","opprimo","opprim","-","ere","opprim","-","opprime","opprime","opprim","-","opprimiamo","opprimiamo","opprim","-","opprima","opprima","opprim","-",0,1,"-"
"328","ottenere","ottengo","ottengo","otteng","ng","ere","otten","-","ottiene","ottiene","ottien","-","otteniamo","otteniamo","otten","-","ottenga","ottenga","otteng","ng",1,0,"-"
"329","ottundere","ottundo","ottundo","ottund","-","ere","ottund","-","ottunde","ottunde","ottund","-","ottundiamo","ottundiamo","ottund","-","ottunda","ottunda","ottund","-",0,1,"-"
"330","parere","paio","paio","pai","-","ere","par","-","pare","pare","par","-","paiamo","paiamo","","-","paia","paia","pai","-",1,0,"-"
"331","pascere","pasco","pasko","pask","k","ere","paSS","-","pasce","paSSe","paSS","-","pasciamo","paSSamo","paSS","-","pasca","paska","pask","k",1,0,"-"
"332","pendere","pendo","pendo","pend","-","ere","pend","-","pende","pende","pend","-","pendiamo","pendiamo","pend","-","penda","penda","pend","-",0,1,"-"
"333","percorrere","percorro","perkorro","perkorr","-","ere","perkorr","-","percorre","perkorre","perkorr","-","percorriamo","perkorriamo","perkorr","-","percorra","perkorra","perkorr","-",0,1,"-"
"334","percuotere","percuoto","perkuoto","perkuot","-","ere","perkuot","-","percuote","perkuote","perkuot","-","percotiamo","perkotiamo","","-","percuota","perkuota","perkuot","-",0,1,"-"
"335","percuotere","percuoto","perkuoto","perkuot","-","ere","perkuot","-","percuote","perkuote","perkuot","-","percuotiamo","perkuotiamo","perkuot","-","percuota","perkuota","perkuot","-",0,1,"-"
"336","perdere","perdo","perdo","perd","-","ere","perd","-","perde","perde","perd","-","perdiamo","perdiamo","perd","-","perda","perda","perd","-",0,1,"-"
"337","permanere","permango","permango","permang","ng","ere","perman","-","permane","permane","perman","-","permaniamo","permaniamo","perman","-","permanga","permanga","permang","ng",1,0,"-"
"338","permettere","permetto","permetto","permett","-","ere","permett","-","permette","permette","permett","-","permettiamo","permettiamo","permett","-","permetta","permetta","permett","-",0,1,"-"
"339","persistere","persisto","persisto","persist","-","ere","persist","-","persiste","persiste","persist","-","persistiamo","persistiamo","persist","-","persista","persista","persist","-",0,1,"-"
"340","persuadere","persuado","persuado","persuad","-","ere","persuad","-","persuade","persuade","persuad","-","persuadiamo","persuadiamo","persuad","-","persuada","persuada","persuad","-",0,1,"-"
"341","pervadere","pervado","pervado","pervad","-","ere","pervad","-","pervade","pervade","pervad","-","pervadiamo","pervadiamo","pervad","-","pervada","pervada","pervad","-",0,1,"-"
"342","piacere","piaccio","piattSo","piattS","tS","ere","piatS","tS","piace","piatSe","piatS","tS","piacciamo","piattSamo","","-","piaccia","piattSa","piattS","tS",1,0,"-"
"343","piangere","piango","piango","piang","ng","ere","piandG","dG","piange","piandGe","piandG","dG","piangiamo","piandGamo","piandG","dG","pianga","pianga","piang","ng",1,0,"-"
"344","pingere","pingo","pingo","ping","ng","ere","pindG","dG","pinge","pindGe","pindG","dG","pingiamo","pindGamo","pindG","dG","pinga","pinga","ping","ng",1,0,"-"
"345","piovere","piovo","piovo","piov","-","ere","piov","-","piove","piove","piov","-","pioviamo","pioviamo","piov","-","piova","piova","piov","-",0,1,"-"
"346","porgere","porgo","porgo","porg","g","ere","pordG","dG","porge","pordGe","pordG","dG","porgiamo","pordGamo","pordG","dG","porga","porga","porg","g",1,0,"-"
"347","possedere","posseggo","posseggo","possegg","g","ere","possed","-","possiede","possiede","possied","-","possediamo","possediamo","possed","-","possieda","possieda","possied","-",0,0,"-"
"348","possedere","posseggo","posseggo","possegg","g","ere","possed","-","possiede","possiede","possied","-","possiediamo","possiediamo","","-","possieda","possieda","possied","-",0,0,"-"
"349","possedere","possiedo","possiedo","possied","-","ere","possed","-","possiede","possiede","possied","-","possediamo","possediamo","possed","-","possieda","possieda","possied","-",0,0,"-"
"350","possedere","possiedo","possiedo","possied","-","ere","possed","-","possiede","possiede","possied","-","possiediamo","possiediamo","","-","possieda","possieda","possied","-",0,0,"-"
"351","precedere","precedo","pretSedo","pretSed","-","ere","pretSed","-","precede","pretSede","pretSed","-","precediamo","pretSediamo","pretSed","-","preceda","pretSeda","pretSed","-",0,1,"-"
"352","precludere","precludo","prekludo","preklud","-","ere","preklud","-","preclude","preklude","preklud","-","precludiamo","prekludiamo","preklud","-","precluda","prekluda","preklud","-",0,1,"-"
"353","precomprimere","precomprimo","prekomprimo","prekomprim","-","ere","prekomprim","-","precomprime","prekomprime","prekomprim","-","precomprimiamo","prekomprimiamo","prekomprim","-","precomprima","prekomprima","prekomprim","-",0,1,"-"
"354","preconoscere","preconosco","prekonosko","prekonosk","k","ere","prekonoSS","-","preconosce","prekonoSSe","prekonoSS","-","preconosciamo","prekonoSSamo","prekonoSS","-","preconosca","prekonoska","prekonosk","k",1,0,"-"
"355","precorrere","precorro","prekorro","prekorr","-","ere","prekorr","-","precorre","prekorre","prekorr","-","precorriamo","prekorriamo","prekorr","-","precorra","prekorra","prekorr","-",0,1,"-"
"356","prediligere","prediligo","prediligo","predilig","g","ere","predilidG","dG","predilige","predilidGe","predilidG","dG","prediligiamo","predilidGamo","predilidG","dG","prediliga","prediliga","predilig","g",1,0,"-"
"357","preesistere","preesisto","preesisto","preesist","-","ere","preesist","-","preesiste","preesiste","preesist","-","preesistiamo","preesistiamo","preesist","-","preesista","preesista","preesist","-",0,1,"-"
"358","prefiggere","prefiggo","prefiggo","prefigg","g","ere","prefiddG","dG","prefigge","prefiddGe","prefiddG","dG","prefiggiamo","prefiddGamo","prefiddG","dG","prefigga","prefigga","prefigg","g",1,0,"-"
"359","preludere","preludo","preludo","prelud","-","ere","prelud","-","prelude","prelude","prelud","-","preludiamo","preludiamo","prelud","-","preluda","preluda","prelud","-",0,1,"-"
"360","premere","premo","premo","prem","-","ere","prem","-","preme","preme","prem","-","premiamo","premiamo","prem","-","prema","prema","prem","-",0,1,"-"
"361","premettere","premetto","premetto","premett","-","ere","premett","-","premette","premette","premett","-","premettiamo","premettiamo","premett","-","premetta","premetta","premett","-",0,1,"-"
"362","prenascere","prenasco","prenasko","prenask","k","ere","prenaSS","-","prenasce","prenaSSe","prenaSS","-","prenasciamo","prenaSSamo","prenaSS","-","prenasca","prenaska","prenask","k",1,0,"-"
"363","prendere","prendo","prendo","prend","-","ere","prend","-","prende","prende","prend","-","prendiamo","prendiamo","prend","-","prenda","prenda","prend","-",0,1,"-"
"364","prepotere","prepoto","prepoto","prepot","-","ere","prepot","-","prepote","prepote","prepot","-","prepotiamo","prepotiamo","prepot","-","prepota","prepota","prepot","-",0,1,"-"
"365","prescegliere","prescelgo","preSSelgo","preSSelg","lg","ere","preSSeLL","LL","presceglie","preSSeLLe","preSSeLL","LL","prescegliamo","preSSeLLamo","preSSeLL","LL","prescelga","preSSelga","preSSelg","lg",1,0,"-"
"366","prescindere","prescindo","preSSindo","preSSind","-","ere","preSSind","-","prescinde","preSSinde","preSSind","-","prescindiamo","preSSindiamo","preSSind","-","prescinda","preSSinda","preSSind","-",0,1,"-"
"367","prescrivere","prescrivo","preskrivo","preskriv","-","ere","preskriv","-","prescrive","preskrive","preskriv","-","prescriviamo","preskriviamo","preskriv","-","prescriva","preskriva","preskriv","-",0,1,"-"
"368","presiedere","presiedo","presiedo","presied","-","ere","presied","-","presiede","presiede","presied","-","presiediamo","presiediamo","presied","-","presieda","presieda","presied","-",0,1,"-"
"369","presumere","presumo","presumo","presum","-","ere","presum","-","presume","presume","presum","-","presumiamo","presumiamo","presum","-","presuma","presuma","presum","-",0,1,"-"
"370","pretendere","pretendo","pretendo","pretend","-","ere","pretend","-","pretende","pretende","pretend","-","pretendiamo","pretendiamo","pretend","-","pretenda","pretenda","pretend","-",0,1,"-"
"371","prevalere","prevalgo","prevalgo","prevalg","lg","ere","preval","-","prevale","prevale","preval","-","prevaliamo","prevaliamo","preval","-","prevalga","prevalga","prevalg","lg",1,0,"-"
"372","prevedere","prevedo","prevedo","preved","-","ere","preved","-","prevede","prevede","preved","-","prevediamo","prevediamo","preved","-","preveda","preveda","preved","-",0,1,"-"
"373","procedere","procedo","protSedo","protSed","-","ere","protSed","-","procede","protSede","protSed","-","procediamo","protSediamo","protSed","-","proceda","protSeda","protSed","-",0,1,"-"
"374","procombere","procombo","prokombo","prokomb","-","ere","prokomb","-","procombe","prokombe","prokomb","-","procombiamo","prokombiamo","prokomb","-","procomba","prokomba","prokomb","-",0,1,"-"
"375","profondere","profondo","profondo","profond","-","ere","profond","-","profonde","profonde","profond","-","profondiamo","profondiamo","profond","-","profonda","profonda","profond","-",0,1,"-"
"376","promettere","prometto","prometto","promett","-","ere","promett","-","promette","promette","promett","-","promettiamo","promettiamo","promett","-","prometta","prometta","promett","-",0,1,"-"
"377","promuovere","promuovo","promuovo","promuov","-","ere","promuov","-","promuove","promuove","promuov","-","promuoviamo","promuoviamo","promuov","-","promuova","promuova","promuov","-",0,1,"-"
"378","propendere","propendo","propendo","propend","-","ere","propend","-","propende","propende","propend","-","propendiamo","propendiamo","propend","-","propenda","propenda","propend","-",0,1,"-"
"379","prorompere","prorompo","prorompo","proromp","-","ere","proromp","-","prorompe","prorompe","proromp","-","prorompiamo","prorompiamo","proromp","-","prorompa","prorompa","proromp","-",0,1,"-"
"380","prosciogliere","prosciolgo","proSSolgo","proSSolg","lg","ere","proSSoLL","LL","proscioglie","proSSoLLe","proSSoLL","LL","prosciogliamo","proSSoLLamo","proSSoLL","LL","prosciolga","proSSolga","proSSolg","lg",1,0,"-"
"381","proscrivere","proscrivo","proskrivo","proskriv","-","ere","proskriv","-","proscrive","proskrive","proskriv","-","proscriviamo","proskriviamo","proskriv","-","proscriva","proskriva","proskriv","-",0,1,"-"
"382","proteggere","proteggo","proteggo","protegg","g","ere","proteddG","dG","protegge","proteddGe","proteddG","dG","proteggiamo","proteddGamo","proteddG","dG","protegga","protegga","protegg","g",1,0,"-"
"383","protendere","protendo","protendo","protend","-","ere","protend","-","protende","protende","protend","-","protendiamo","protendiamo","protend","-","protenda","protenda","protend","-",0,1,"-"
"384","provvedere","provvedo","provvedo","provved","-","ere","provved","-","provvede","provvede","provved","-","provvediamo","provvediamo","provved","-","provveda","provveda","provved","-",0,1,"-"
"385","prudere","prudo","prudo","prud","-","ere","prud","-","prude","prude","prud","-","prudiamo","prudiamo","prud","-","pruda","pruda","prud","-",0,1,"-"
"386","pungere","pungo","pungo","pung","ng","ere","pundG","dG","punge","pundGe","pundG","dG","pungiamo","pundGamo","pundG","dG","punga","punga","pung","ng",1,0,"-"
"387","racchiudere","racchiudo","rakkiudo","rakkiud","-","ere","rakkiud","-","racchiude","rakkiude","rakkiud","-","racchiudiamo","rakkiudiamo","rakkiud","-","racchiuda","rakkiuda","rakkiud","-",0,1,"-"
"388","raccogliere","raccolgo","rakkolgo","rakkolg","lg","ere","rakkoLL","LL","raccoglie","rakkoLLe","rakkoLL","LL","raccogliamo","rakkoLLamo","rakkoLL","LL","raccolga","rakkolga","rakkolg","lg",1,0,"-"
"389","radere","rado","rado","rad","-","ere","rad","-","rade","rade","rad","-","radiamo","radiamo","rad","-","rada","rada","rad","-",0,1,"-"
"390","radioassistere","radioassisto","radioassisto","radioassist","-","ere","radioassist","-","radioassiste","radioassiste","radioassist","-","radioassistiamo","radioassistiamo","radioassist","-","radioassista","radioassista","radioassist","-",0,1,"-"
"391","radiodiffondere","radiodiffondo","radiodiffondo","radiodiffond","-","ere","radiodiffond","-","radiodiffonde","radiodiffonde","radiodiffond","-","radiodiffondiamo","radiodiffondiamo","radiodiffond","-","radiodiffonda","radiodiffonda","radiodiffond","-",0,1,"-"
"392","radiotrasmettere","radiotrasmetto","radiotrasmetto","radiotrasmett","-","ere","radiotrasmett","-","radiotrasmette","radiotrasmette","radiotrasmett","-","radiotrasmettiamo","radiotrasmettiamo","radiotrasmett","-","radiotrasmetta","radiotrasmetta","radiotrasmett","-",0,1,"-"
"393","raggiungere","raggiungo","raddGungo","raddGung","ng","ere","raddGundG","dG","raggiunge","raddGundGe","raddGundG","dG","raggiungiamo","raddGundGamo","raddGundG","dG","raggiunga","raddGunga","raddGung","ng",1,0,"-"
"394","rapprendere","rapprendo","rapprendo","rapprend","-","ere","rapprend","-","rapprende","rapprende","rapprend","-","rapprendiamo","rapprendiamo","rapprend","-","rapprenda","rapprenda","rapprend","-",0,1,"-"
"395","rattenere","rattengo","rattengo","ratteng","ng","ere","ratten","-","rattiene","rattiene","rattien","-","ratteniamo","ratteniamo","ratten","-","rattenga","rattenga","ratteng","ng",1,0,"-"
"396","ravvedere","ravvedo","ravvedo","ravved","-","ere","ravved","-","ravvede","ravvede","ravved","-","ravvediamo","ravvediamo","ravved","-","ravveda","ravveda","ravved","-",0,1,"-"
"397","ravvolgere","ravvolgo","ravvolgo","ravvolg","lg","ere","ravvoldG","dG","ravvolge","ravvoldGe","ravvoldG","dG","ravvolgiamo","ravvoldGamo","ravvoldG","dG","ravvolga","ravvolga","ravvolg","lg",1,0,"-"
"398","recedere","recedo","retSedo","retSed","-","ere","retSed","-","recede","retSede","retSed","-","recediamo","retSediamo","retSed","-","receda","retSeda","retSed","-",0,1,"-"
